"id","name","alias","categories","latitude","longitude","phone","price","rating","review_count","is_closed","address","distance","url"
"SO967mepbkVeGtJ7pg7c1Q","Mumtaz Grill Restaurant","mumtaz-grill-restaurant-toronto","Afghan, Middle Eastern, Persian/Iranian",43.7460141,-79.48688,"+1 647-725-3337",NA,3.9,8,FALSE,"3354 Keele Street",12317.9411259143,"https://www.yelp.com/biz/mumtaz-grill-restaurant-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"yU4zevCwPAQIMb73smTHog","Bamiyan Kabob","bamiyan-kabob-toronto","Afghan",43.77361,-79.4920999,"+1 416-650-0111","$$",4.1,94,FALSE,"4205 Keele St",15297.9687394969,"https://www.yelp.com/biz/bamiyan-kabob-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"RBRPyYuctCRZPF7bNWPyFw","Bamiyan Kabab","bamiyan-kabab-mississauga","Afghan",43.6362552034133,-79.6233802288771,"+1 905-268-0848","$$",3.6,170,FALSE,"5120 Dixie Road",16219.1672361685,"https://www.yelp.com/biz/bamiyan-kabab-mississauga?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"R0VWDbJxUt4xZ3Os_YLDDg","Zaytoun Kitchen","zaytoun-kitchen-toronto-2","Afghan, Halal, Chicken Wings",43.714982505415,-79.5937590371701,"+1 416-745-1100",NA,4.3,4,FALSE,"120 Queens Plate Drive",15812.0636522412,"https://www.yelp.com/biz/zaytoun-kitchen-toronto-2?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"V7cS_j4Y5rSEPBC2mrOa0A","Naan and Kabob","naan-and-kabob-woodbridge","Afghan",43.7885307728014,-79.5484757332769,"",NA,4.4,14,FALSE,"7600 Weston Road",18867.9578023002,"https://www.yelp.com/biz/naan-and-kabob-woodbridge?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"8OXgrxXm45OauJsc0lGRPw","Baghlan Kebob & Bakery","baghlan-kebob-and-bakery-toronto","Afghan, Bakeries",43.7142045953301,-79.5583274831869,"+1 416-401-0120",NA,4.2,9,FALSE,"32 Rexdale Boulevard",13349.3390070606,"https://www.yelp.com/biz/baghlan-kebob-and-bakery-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"OR648Fgmc6oGvobTT5h-ig","Naan Kabob","naan-kabob-torontoscarborough","Afghan, Kebab",43.7721615317274,-79.2819063903285,"+1 416-900-4630",NA,4.8,5,FALSE,"18 William Kitchen Road",18046.1373116563,"https://www.yelp.com/biz/naan-kabob-torontoscarborough?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"F-W2xnBizjl3uXdW5qUezw","Mazza Kebab & Grill","mazza-kebab-and-grill-north-york","Afghan, Middle Eastern, Mediterranean",43.7260468243295,-79.4807088321505,"+1 416-398-6755",NA,0,0,FALSE,"2747 Keele Street",10118.8080249669,"https://www.yelp.com/biz/mazza-kebab-and-grill-north-york?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"Z7ZX_0Ha9EpXgBktztbvIQ","North Kabab","north-kabab-toronto","Afghan",43.7446606441716,-79.2200599020909,"+1 416-264-4711",NA,3,1,FALSE,"234 Markham Road",19642.42714972,"https://www.yelp.com/biz/north-kabab-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"vpaZAWtc2KRbXGSaCCE7SA","Zaytoun Kitchen","zaytoun-kitchen-etobicoke","Afghan",43.7150055883435,-79.5938379049215,"+1 416-745-1100",NA,0,0,FALSE,"120 Queens Plate Drive",15818.8489108776,"https://www.yelp.com/biz/zaytoun-kitchen-etobicoke?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"ceK2VvPlxPBPo1evXOlD7g","Naan and Kabob","naan-and-kabob-scarborough","Afghan, Middle Eastern",43.74251,-79.3051799,"+1 416-285-8191","$$",3.7,90,FALSE,"1801 Lawrence Avenue E",14307.8379132489,"https://www.yelp.com/biz/naan-and-kabob-scarborough?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"kzyyaoOEg6GK8ZPOfSZ79Q","Afghan Kebab","afghan-kebab-toronto","Afghan",43.68923,-79.29628,"+1 416-901-1456",NA,0,0,FALSE,"2789 Danforth Avenue",11234.5293315516,"https://www.yelp.com/biz/afghan-kebab-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"8vS_mFMUo9GDrOJH8V33Dg","Boston Kabab","boston-kabab-mississauga","Afghan",43.5814182150887,-79.6187530830503,"",NA,5,1,FALSE,"3070 Hurontario Street",17350.8118125288,"https://www.yelp.com/biz/boston-kabab-mississauga?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"360zPyMTwLAax9Bq0PHdMA","Kandahar Kabab","kandahar-kabab-mississauga","Afghan, Middle Eastern",43.640037,-79.625372,"+1 905-206-9666","$$",2.4,78,FALSE,"5165 Dixie Road",16357.6903053627,"https://www.yelp.com/biz/kandahar-kabab-mississauga?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"KWKZvqNtsnPQltn6ZxOjDw","Al-Meezans Spicy Grill","al-meezans-spicy-grill-toronto","Middle Eastern, Afghan",43.72075,-79.6132499,"+1 416-675-7775","$",3.2,17,FALSE,"670 Rexdale Boulevard",17482.4502819671,"https://www.yelp.com/biz/al-meezans-spicy-grill-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"TgsOO1GuXLV4scKMinq_Qg","Chapli Kabob","chapli-kabob-mississauga","Halal, Afghan",43.5787584283271,-79.6168676956599,"+1 905-279-1000",NA,3.3,15,FALSE,"40 Dundas Street W",17337.2987918212,"https://www.yelp.com/biz/chapli-kabob-mississauga?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"nuNraiaIluYc9vDZg7XfRA","Naan and Kabob","naan-and-kabob-toronto-3","Halal, Afghan",43.775038,-79.25738,"+1 647-345-3435","$$",2.9,15,FALSE,"300 Borough Drive",19573.5582453205,"https://www.yelp.com/biz/naan-and-kabob-toronto-3?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"S_Zmd1XOFXMh-E-tXh6HtQ","Afghan Chopan Resturant","afghan-chopan-resturant-toronto","Afghan",43.7402837071847,-79.2325505134732,"+1 416-289-3300",NA,0,0,FALSE,"2978 Eglinton Avenue E",18539.354701377,"https://www.yelp.com/biz/afghan-chopan-resturant-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"KAWdWL0_DtYxjZFC2xb1Gg","BergFit","bergfit-toronto","Food Delivery Services, Afghan, Kebab",43.77417,-79.49389,"+1 905-783-2541",NA,0,0,FALSE,NA,15733.8537864965,"https://www.yelp.com/biz/bergfit-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"09Z8oXGu9qA9xBwzgSFVfg","Plan B","plan-b-toronto-2","South African",43.6479836241101,-79.5075397487381,"+1 416-231-4444",NA,4.7,48,FALSE,"2943A Bloor Street W",6870.16965147304,"https://www.yelp.com/biz/plan-b-toronto-2?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"TDgaxOFpTKm0zkpviNelpw","Afrobeat Kitchen","afrobeat-kitchen-toronto-2","African",43.640425,-79.438448,"",NA,4.9,11,FALSE,"1510 Queen Street W",1420.70795472539,"https://www.yelp.com/biz/afrobeat-kitchen-toronto-2?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"B70U6-FOn_R45tfOcQADWg","Naija Jollof","naija-jollof-toronto-6","African, Fast Food",43.6474104,-79.4044053,"+1 416-922-7555",NA,5,1,FALSE,"592 Queen Street W",1450.02305959729,"https://www.yelp.com/biz/naija-jollof-toronto-6?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"ghzioC59ZinPKkqeusOR_w","Jollof King","jollof-king-toronto","African",43.664582,-79.402383,"+1 416-593-1123",NA,5,1,FALSE,"673 Spadina Avenue",2660.7223210965,"https://www.yelp.com/biz/jollof-king-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"Ur7mW63wJIvrezZNHoHhJQ","BSTO.","bsto-toronto-2","Comfort Food, African",43.676948602125,-79.4485002889549,"+1 437-886-4893",NA,5,1,FALSE,"1310 Saint Clair Avenue W",4088.85817908155,"https://www.yelp.com/biz/bsto-toronto-2?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"2jsS2CYpVClz35iouHp15Q","Nganda African Street Food","nganda-african-street-food-toronto","African",43.6481842232519,-79.38922474846,"+1 437-522-4389",NA,0,0,FALSE,"254 Adelaide Street W",2672.41839782921,"https://www.yelp.com/biz/nganda-african-street-food-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"LzmqBj_CmwGNtrF6Cmm2Jw","Mesobs Restaurant","mesobs-restaurant-toronto","African",43.658858,-79.442555,"",NA,1,1,FALSE,"1 - 685 Lansdowne Avenue",2230.88425556826,"https://www.yelp.com/biz/mesobs-restaurant-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"c0JwlmMcjTlgIAdx_tKg_w","Mild Afro Lounge","mild-afro-lounge-toronto","Lounges, African",43.64971,-79.42023,"+1 647-368-8355",NA,3.1,10,FALSE,"1116 Dundas Street W",481.108537607014,"https://www.yelp.com/biz/mild-afro-lounge-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"efFIGYJDnqPnjXlASxF7PQ","Lucy Ethiopian Restaurant","lucy-ethiopian-restaurant-toronto","Ethiopian, African",43.6841128,-79.3207142,"+1 416-406-0534","$$",4.4,76,FALSE,"1690 Danforth Avenue",9226.89980331466,"https://www.yelp.com/biz/lucy-ethiopian-restaurant-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"UsKmYp0m8VYWM96tkGm2vQ","African Palace","african-palace-toronto","Ethiopian, African",43.66107,-79.42895,"+1 416-539-0259","$$",3.9,100,FALSE,"977 Bloor Street W",1825.71024224675,"https://www.yelp.com/biz/african-palace-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"yGoQENv-m4dkY4XkUgV6Sg","Galito's Flame Grilled Chicken","galitos-flame-grilled-chicken-toronto-2","African, Chicken Shop",43.7058562214437,-79.345849044621,"+1 647-341-1010",NA,4.3,3,FALSE,"3-45 Overlea Boulevard",9100.30559380466,"https://www.yelp.com/biz/galitos-flame-grilled-chicken-toronto-2?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"R8GQdA-m9TDhSXlvr295gQ","Naija Jollof-Toronto","naija-jollof-toronto-toronto-2","African",43.66504,-79.36796,"+1 416-922-7555",NA,0,0,FALSE,"507 Parliament Street",4876.12806913978,"https://www.yelp.com/biz/naija-jollof-toronto-toronto-2?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"MiapXFjVOZnQ87eGxaOimA","SK Cookks","sk-cookks-toronto-2","African, Caribbean",43.6396779,-79.421963680648,"+1 416-531-1065",NA,3.2,13,FALSE,"133 Jefferson Avenue",644.424813707452,"https://www.yelp.com/biz/sk-cookks-toronto-2?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"-IlQvDjwqOnA0iqlbmWX-Q","Le Plato","le-plato-toronto","African",43.67935,-79.3415799,"+1 416-465-8893",NA,4.4,9,FALSE,"785 Danforth Avenue",7501.05391504179,"https://www.yelp.com/biz/le-plato-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
"2pKpeyPnek0I-_yEvlFK3A","MamaLand Resto-Lounge","mamaland-resto-lounge-toronto","Caribbean, African, Lounges",43.65899,-79.44242,"+1 416-551-6558","$$",3.2,5,FALSE,"685 Lansdowne Avenue",2229.93892018415,"https://www.yelp.com/biz/mamaland-resto-lounge-toronto?adjust_creative=56H5C-3bdIDaASm-5F4Amw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=56H5C-3bdIDaASm-5F4Amw"
